i,Title,Author,Publisher,Subjects,ISBN Valid,isbn_clean,cover_url
5899,2 siècles de psychiatrie à Genève : 1800-2000 / [sous la direction de] Armand Brulhart,,HUG; Georg,"psychiatrie--Genève (Suisse, canton)--19e s. / 20e s.; Psychiatry--history; Switzerland",2825707848; 9782825707845; 282570850X; 9782825708507,2825707848,
5900,Controlling time and shaping the self : developments in autobiographical writing since the sixteenth century /,,Brill,Autobiographie--Histoire et critique; Autobiography--Authorship; Biography as a literary form,9789004195004; 9004195009,9789004195004,https://covers.openlibrary.org/b/id/13756842-M.jpg?default=false
5901,Le journal de recherche : matériaux d'une théorie de l'implication /,"Lourau, René",Méridiens Klincksieck,chercheur--implication (psychosociologie)--recherche sur le terrain,2865632083; 9782865632084,2865632083,https://covers.openlibrary.org/b/isbn/9782865632084-M.jpg?default=false
5902,"LTI, la langue du IIIe Reich : carnets d'un philologue /","Klemperer, Victor",Pocket,allemand (langue)--langage politique--national-socialisme--1933 / 1945; National-socialisme--Terminologie; Allemand (langue)--Langage politique--1900-1945,9782266135467; 2266135465,9782266135467,https://covers.openlibrary.org/b/isbn/2266135465-M.jpg?default=false
5903,La correspondance : les usages de la lettre au XIXe siècle /,,Fayard,correspondance--pratique sociale--France--19e s.; correspondance--manuel--France--Moyen-Âge / 19e s.; enquête publique--poste (service)--France--1847,2213024545; 9782213024547,2213024545,https://covers.openlibrary.org/b/id/974273-M.jpg?default=false
5904,Alice Rivaz : pêcheuse et bergère de mots /,"Fornerod, Françoise",Ed Zoé,"Rivaz, Alice",2881823491; 9782881823497,2881823491,
5905,Au plus près du secret des coeurs ? : nouvelles lectures historiques des écrits du for privé [en Europe du XVIe au XVIIIe siècle] /,,Presses de l'Université de Paris-Sorbonne,littérature personnelle--Europe--16e s. / 18e s.--[études diverses],2840504065; 9782840504061,2840504065,
5906,Oeuvres intimes /,Stendhal,Gallimard,,,,
5907,Le moi des demoiselles : enquête sur le journal de jeune fille /,"Lejeune, Philippe, 1938-",Ed du Seuil,jeune fille--journal intime--France--19e s.--[document],2020195976; 9782020195973,2020195976,https://covers.openlibrary.org/b/id/2133799-M.jpg?default=false
5908,"Journal : carnets, cahiers et feuillets /","Roud, Gustave, 1897-1976",Ed Empreintes,,2940133735; 9782940133734; 2940133743; 9782940133741,2940133735,
5909,Histoire de la France littéraire /,,PUF,littérature française--Moyen-Âge / 20e s.; vie littéraire--France--Moyen-Âge / 20e s.,2130524303; 9782130524304; 213052429X; 9782130524298; 2130524281; 9782130524281,2130524303,https://covers.openlibrary.org/b/isbn/2130524303-M.jpg?default=false
5910,Critique de la vie quotidienne /,"Lefebvre, Henri",L'Arche,,,,https://covers.openlibrary.org/b/id/5415825-M.jpg?default=false
5911,Les chaînes sans fin : histoire illustrée du tapis roulant /,"Pagès, Yves 1963-....",La Découverte,Progrès--Mythe; Capitalisme--Société; Tapis roulants--Histoire; Escaliers mécaniques--Histoire,9782355222122; 2355222126,9782355222122,
5912,L'idée d'énergie au tournant des Lumières (1770-1820) /,"Delon, Michel",Presses universitaires de France,énergie--idée--littérature française--1770 / 1820,213041379X; 9782130413790,213041379X,https://covers.openlibrary.org/b/id/2142008-M.jpg?default=false
5913,Le journal intime : genre littéraire et écriture ordinaire /,"Simonet-Tenant, Françoise",Téraèdre,journal intime,2912868254; 9782912868251,2912868254,https://covers.openlibrary.org/b/id/3083156-M.jpg?default=false
5914,L'histoire de l'heure : l'horlogerie et l'organisation moderne du temps /,"Dohrn-Van Rossum, Gerhard",Ed de la Maison des sciences de l'homme,temps (durée) - mesure--14e s. / 19e s.; montre--14e s. / 19e s.; pendule (horloge)--14e s. / 19e s.; horloge--14e s. / 19e s.; horlogerie--temps (durée) - mesure--14e s. / 19e s.,2735107418; 9782735107414,2735107418,https://covers.openlibrary.org/b/isbn/2735107418-M.jpg?default=false
5915,Le métier d'écrire : Correspondance (1940-1985) /,"Calvino, Italo 1923-1985",Gallimard,,9782070140060; 2070140067,9782070140060,
5916,L'invention de la littérature : de l'ivresse grecque au livre latin /,"Dupont, Florence",Ed La Découverte,littérature grecque antique; littérature latine,2707123803; 9782707123800,2707123803,https://covers.openlibrary.org/b/id/2159374-M.jpg?default=false
5917,Le temps d'Alice Rivaz /,,Zoé,"Rivaz, Alice--[études diverses]; Rivaz, Alice--[entretien]--[enregistrement sonore]",2881824706; 9782881824708,2881824706,
5918,L'âge d'homme ; précédé de L'Afrique fantôme /,"Leiris, Michel",Gallimard,"Leiris, Michel; [Anthologies]",9782070114559; 2070114554,9782070114559,
5919,"""Crime et châtiment"" de Fedor Dostoïevski /","Backès, Jean-Louis",Gallimard,"Dostoïevski, Fedor.--""Crime et châtiment""",207038618X; 9782070386185,207038618X,https://covers.openlibrary.org/b/id/967995-M.jpg?default=false
5920,Fiction et diction /,"Genette, Gérard",Ed du Seuil,fiction--narration - théorie; littérature--* esthétique,2020128519; 9782020128513,2020128519,https://covers.openlibrary.org/b/isbn/2020128519-M.jpg?default=false
5921,Histoire de la vie privée /,,Seuil,vie privée--Renaissance / Lumières,202009293X; 9782020092937,202009293X,https://covers.openlibrary.org/b/isbn/202009293X-M.jpg?default=false
5922,Dictionnaire amoureux de Montaigne /,"Comte-Sponville, André",Plon,"Montaigne, Michel de; Dictionnaires",9782259277891; 2259277896,9782259277891,
5923,Tell me : la Suisse racontée autrement /,"Dirlewanger, Dominique 19..-....",Swissprinters; Université de Lausanne Institut des sciences sociales,Suisse--Histoire; Suisse--1291 / 21e s. (début),9782970069300; 297006930X,9782970069300,https://covers.openlibrary.org/b/id/6922455-M.jpg?default=false
5924,Molecular biology of the cell /,,W W Norton & Company,"Cytologie; Biologie moléculaire; Illustrations; Problèmes et exercices; Manuels d'enseignement supérieur; Cytology; Molecular biology; Cells; Molecular Biology; Cell Biology; Books, Illustrated; Problems and Exercises; Textbook",9780393884821; 0393884821; 9780393884852; 0393884856,9780393884821,https://covers.openlibrary.org/b/id/1547643-M.jpg?default=false
5925,Philosophie et christianisme : pour les nuls /,"Ferry, Luc",First Éditions,Christianisme et philosophie,9782412074985; 2412074984,9782412074985,
5926,"La thérapie contextuelle de Boszormenyi-Nagy : enfant, dette et don en thérapie familiale /","Michard, Pierre",De Boeck Supérieur,"Boszormenyi-Nagy, Ivan; Psychothérapie; Parents et enfants--Aspect psychologique; Thérapie familiale",9782807309807; 2807309801,9782807309807,
5927,D'autres vies que la mienne /,"Carrère, Emmanuel",POL,,9782846822503; 2846822506,9782846822503,https://covers.openlibrary.org/b/isbn/9782846822503-M.jpg?default=false
5928,Tamangur : roman /,"Semadeni, Leta",Slatkine,[Roman],9782832109137; 2832109136,9782832109137,
5929,Physique /,"Kane, Joseph W",Dunod,Physique; Physics; Problèmes et exercices; Questions à choix multiple; Manuels d'enseignement supérieur; Problems and Exercises,9782100761753; 2100761757,9782100761753,https://covers.openlibrary.org/b/id/11112481-M.jpg?default=false
5930,A culture of growth : the origins of the modern economy /,"Mokyr, Joel",Princeton University Press,Economic development; Economic history; Histoire économique--1500-.... (Période moderne); Conditions économiques--Europe--1500-1800,9780691168883; 0691168881,9780691168883,https://covers.openlibrary.org/b/id/8133670-M.jpg?default=false
5931,Economie du bien commun /,"Tirole, Jean économiste 1953-....",PUF,Économie du bien-être; Bien commun--Aspect économique; Économie politique; Responsabilité sociétale,9782130807667; 2130807666,9782130807667,
5932,Le pouvoir de la destruction créatrice /,"Aghion, Philippe",Odile Jacob,Innovation; Destruction créatrice; Capitalisme,9782738149466; 2738149464,9782738149466,https://covers.openlibrary.org/b/id/10479794-M.jpg?default=false
5933,De l'atome antique à l'atome quantique : à la recherche des mystères de la matière /,"Gruber, Christian, Physicien",Presses polytechniques et universitaires romandes,Physique; Histoire; Atomisme; Matière - Propriétés; Théorie quantique; [Manuels d'enseignement supérieur],9782889150038; 2889150038,9782889150038,
5934,Une brève histoire de l'égalité /,"Piketty, Thomas, 1971-",Editions du Seuil,Inégalité sociale--Histoire; Méthode comparative; Conditions économiques; Économie politique,9782021485974; 2021485978,9782021485974,https://covers.openlibrary.org/b/isbn/9782021485974-M.jpg?default=false
5935,Physiologie humaine : une approche intégrée /,"Silverthorn, Dee Unglaub, 1948",Pearson,Physiological Phenomena,9782326002203; 2326002202,9782326002203,https://covers.openlibrary.org/b/id/11793252-M.jpg?default=false
5936,La physique selon Étienne Klein /,"Klein, Etienne",Flammarion,Physique; Physiciens; Cosmologie,9782081376885; 2081376881,9782081376885,
5937,La tyrannie du divertissement : ne laissez pas les loisirs gâcher votre vie et celle de vos enfants /,"Babeau, Olivier, 1976-",Buchet/Chastel,Loisirs; Technologies de l'information et de la communication,9782283035887; 2283035880,9782283035887,
5938,Considérations morales /,"Arendt, Hannah 1906-1975",Payot & Rivages,Morale; Bien et mal; Réflexion (philosophie),9782743600495; 2743600497; 9782743642396; 2743642394,9782743600495,https://covers.openlibrary.org/b/id/12151520-M.jpg?default=false
5939,L'héritage des Lumières : ambivalences de la modernité /,"Lilti, Antoine",Editions du Seuil/Gallimard,Historiographie; Progrès; Mouvement des Lumières--Influence; Modernité; Universalisme (philosophie),9782757896990; 2757896997,9782757896990,
5940,Abus de faiblesse et autres manipulations /,"Hirigoyen, Marie-France",Lattès,Abus de faiblesse; faiblesse--manipulation (psychosociologie)--* psychologie; Manipulation (psychologie),9782709636711; 2709636719,9782709636711,https://covers.openlibrary.org/b/id/8613190-M.jpg?default=false
5941,L'anglais,"Bulger, Anthony",Assimil,Anglais; Manuels pour locuteurs du français,9782700518108; 2700518101; 9782700506488; 2700506480,9782700518108,https://covers.openlibrary.org/b/id/11399985-M.jpg?default=false
5942,La tyrannie du mérite /,"Sandel, Michael J",Albin Michel,Inégalité sociale; Fonction publique--Réforme; Mérite--Aspect social; Philosophie politique,9782226445599; 2226445595,9782226445599,https://covers.openlibrary.org/b/isbn/2226445595-M.jpg?default=false
5943,Einstein à la plage : la relativité dans un transat /,"Lachièze-Rey, Marc",Dunod,Relativité (physique)--Ouvrages de vulgarisation; Espace et temps--Ouvrages de vulgarisation; Univers,2100763393; 9782100763399,2100763393,https://covers.openlibrary.org/b/id/9326697-M.jpg?default=false
5944,"L'impensable hasard : non-localité, téléportation et autres merveilles quantiques /","Gisin, Nicolas",Odile Jacob,Quantum entanglement; Quantum theory--Experiments; Théorie quantique; Téléportation quantique; Expériences; Intrication quantique; Inégalités de Bell,9782738128317; 2738128319,9782738128317,https://covers.openlibrary.org/b/id/8379394-M.jpg?default=false
5945,Quand l'Histoire fait dates : dix manières de créer l'événement /,"Boucheron, Patrick",Seuil Arte éditions,"Mandela, Nelson--(1918-2013); Akhenaton--(13..-1354? av. J.-C.;--pharaon); Henri--IV--(1553-1610;--roi de France); Louis--IX--(1214-1270;--roi de France); Alexandre--III--(0356-0323 av. J.-C.;--roi de Macédoine); Babur--(empereur de l'Hindoustan ;--1483-1530); Constantin--Ier--(027.?-0337;--empereur romain); Socrate--(0469?-0399? av. J.-C.); Declaration of Independence 1776; Chronologie historique; Crucifixion; Rome--Jusqu'à 509 av. J.-C; Islam--Calendrier islamique; Islamisation--8e siècle; Jeu de paume, Serment du (1789); Hiroshima (Japon)--1945 (Bombardement); Peste noire; Découverte et exploration--Amérique; France--1848 (Révolution de février); Pèlerinages musulmans--Arabie Saoudite--La Mecque (Arabie saoudite); Lascaux, Grotte de (Dordogne); Pompéi (Italie); Angkor (ville ancienne); Paris (France)--1961 (Manifestations algériennes des 17-20 octobre); Alésia (ville ancienne)--52 av. J.-C. (Siège); An 1000; Bataille de la Moskova (1812); Découverte et exploration norvégiennes--Antarctique; Constantinople--1453 (Siège); Pékin (Chine)--Yi he yuan; Chili--11 septembre 1973 (Coup d'État)",2021435695; 9782021435696,2021435695,
5946,Vivre dans la Rome antique /,"Grimal, Pierre 1912-1996",Que sais-je ?,Rome--Histoire; Civilisation--Rome--Histoire; Moeurs et coutumes--Rome--Histoire,9782715411883; 271541188X,9782715411883,
5947,Qu'est-ce que les Lumières ? /,"Kant, Immanuel",Editions Mille et une nuits,"Mouvement des Lumières; Kant, Immanuel.--""Beantwortung der Frage ""Was ist Aufklärung ?""""",9782755508543; 275550854X,9782755508543,https://covers.openlibrary.org/b/id/3096985-M.jpg?default=false
5948,L'élégance des molécules /,"Sauvage, Jean-Pierre",humenSciences,Structure moléculaire; Structure chimique; Ouvrages de vulgarisation; Molécules; Écologie; Vie (biologie),9782379313103; 2379313105,9782379313103,
5949,La survie des médiocres : critique du darwinisme et du capitalisme /,"Milo, Daniel Shabetaï 1953-....",Gallimard,Capitalisme; Évolution sociale; Darwinisme social; Pouvoir (sciences sociales),9782073034625; 2073034624,9782073034625,
5950,"Jamais seul : ces microbes qui construisent les plantes, les animaux et les civilisations /","Selosse, Marc-André",Actes Sud,Microorganismes; Symbiose,9782330077495; 2330077491,9782330077495,https://covers.openlibrary.org/b/id/13674329-M.jpg?default=false
5951,La nouvelle encyclopédie du tricot  /,"Tomkies, Debbie",Mango,Tricot; Guides pratiques,9782317030819; 2317030819,9782317030819,
5952,Histoire des préjugés /,,Les Arènes,Préjugés--Histoire,9791037508393,9791037508393,
5953,Sentir et savoir : une nouvelle théorie de la conscience /,"Damasio, Antonio R",Odile Jacob,Sentiments; Neurosciences; Neurobiologie; Conscience,9782738154606; 2738154603,9782738154606,https://covers.openlibrary.org/b/id/11223391-M.jpg?default=false
5954,"L'éthique du ""care"" /","Brugère, Fabienne",Presses universitaires de France,Théorie du care,9782130789222; 2130789226,9782130789222,https://covers.openlibrary.org/b/id/10780329-M.jpg?default=false
5955,Jung et les archétypes : un mythe contemporain /,"Le Quellec, Jean-Loïc",Ed Sciences humaines,"Jung, Carl Gustav; Archétype (psychologie); Psychologie jungienne",9782361060459; 2361060450,9782361060459,
5956,Les Ballerines rouges /,"Prêtre, Anne",Slatkine,,9782832111406; 2832111408,9782832111406,
5957,Le premier rêve du monde /,"Sibran, Anne",Éditions Gallimard,,9782072957666; 2072957664,9782072957666,
5958,Les maisons vides /,"Thizy, Laurine, 1991-",Editions de l'Olivier,Roman français,9782823617368; 2823617361,9782823617368,
5959,Où la chanson va /,"Ménestrier, Sébastien",Zoé,,9782889071999; 2889071995,9782889071999,
5960,Tout passe : roman /,"Grossman, Vasiliĭ Semenovich, 1905-1964",Calmann Lévy,Roman russe--20e siècle.,9782702180341; 2702180345,9782702180341,
5961,La fabrique du corps humain : roman /,"André, Jérémie, 1987-",Olivier Morattel Editeur,,9782956234968; 295623496X,9782956234968,
5962,Volodia /,"Ourednik, André",La Baconnière,,9782889601127; 2889601129,9782889601127,
5963,"Elisabeth Louise Vigée Le Brun : [exposition] Paris, Grand Palais, Galeries nationales, 23 septembre 2015 - 11 janvier 2016 : The Metropolitan Museum of Art, New York, 9 février - 15 mai 2016 : Musée des Beaux-Arts du Canada, Ottawa, 10 juin - 12 septembre 2016 /",,Ed de la Réunion des musées nationaux - Grand Palais,"Vigée Le Brun, Louise-Elisabeth; [Catalogues d'exposition]",9782711862283; 2711862283,9782711862283,https://covers.openlibrary.org/b/id/9367517-M.jpg?default=false
5964,Raphaël : les dernières années /,,Hazan,Raphaël; Disciples; 1513-1525; [Catalogues d'exposition],9782754106566; 2754106561,9782754106566,https://covers.openlibrary.org/b/isbn/9782754106566-M.jpg?default=false
5965,Rembrandt /,"Wright, Christopher, 1945-",Citadelles & Mazenod,Rembrandt,2850881031; 9782850881039,2850881031,https://covers.openlibrary.org/b/id/2176091-M.jpg?default=false
